Date,Open Price,High Price,Low Price,Close Price,Deliverable Volume
2022-10-24,3170.1,3178.0,3155.0,3161.7,147148
2022-10-25,3180.5,3184.25,3151.15,3162.1,1453555
2022-10-27,3160.7,3174.0,3134.35,3157.4,1750099
2022-10-28,3150.0,3178.5,3145.0,3163.25,988134
2022-10-31,3199.0,3199.0,3177.8,3193.15,1357025
2022-11-01,3214.5,3262.6,3203.45,3259.7,1977185
2022-11-02,3270.0,3270.0,3222.05,3241.7,970651
2022-11-03,3228.05,3228.05,3195.0,3206.75,868245
2022-11-04,3217.0,3220.05,3166.15,3217.4,841065
2022-11-07,3229.0,3242.8,3195.1,3233.7,962738
2022-11-09,3249.8,3249.8,3201.65,3216.05,703211
2022-11-10,3170.0,3225.0,3170.0,3205.65,955330
2022-11-11,3269.6,3341.6,3255.05,3315.95,2031567
2022-11-14,3324.0,3349.0,3309.0,3335.5,774220
2022-11-15,3321.0,3339.95,3292.0,3332.6,791681
2022-11-16,3338.9,3367.9,3321.45,3355.35,900930
2022-11-17,3340.0,3360.0,3317.75,3349.0,834384
2022-11-18,3350.0,3362.75,3321.0,3343.45,661585
2022-11-21,3322.5,3333.7,3273.0,3283.5,816050
2022-11-22,3280.0,3318.95,3255.25,3314.95,636953
2022-11-23,3330.0,3330.0,3291.0,3308.3,636807
2022-11-24,3316.25,3392.95,3308.3,3380.15,723635
2022-11-25,3383.0,3403.35,3348.0,3389.65,840407
2022-11-28,3366.0,3417.0,3365.55,3395.25,1314425
2022-11-29,3383.0,3429.0,3383.0,3397.35,1021300
2022-11-30,3383.0,3414.9,3375.0,3390.8,2501862
2022-12-01,3425.0,3480.0,3420.0,3475.65,1034714
2022-12-02,3458.1,3468.9,3413.0,3439.15,1359185
2022-12-05,3433.0,3439.15,3407.0,3425.9,920179
2022-12-06,3400.05,3407.95,3368.0,3385.35,608951
2022-12-07,3368.3,3393.7,3354.0,3380.6,593778
2022-12-08,3360.0,3380.6,3339.45,3350.55,729438
2022-12-09,3374.1,3374.1,3276.35,3292.75,1010701
2022-12-12,3255.5,3296.0,3236.1,3286.45,775011
2022-12-13,3277.2,3336.45,3267.8,3332.1,743148
2022-12-14,3348.8,3377.0,3340.9,3365.35,762006
2022-12-15,3358.8,3364.75,3298.95,3305.1,879917
2022-12-16,3275.0,3292.0,3225.2,3240.25,1928864
2022-12-19,3227.0,3245.5,3194.5,3202.05,1549691
2022-12-20,3198.9,3249.0,3163.65,3243.95,669144
2022-12-21,3249.0,3283.05,3240.0,3268.55,713178
2022-12-22,3294.0,3294.0,3245.1,3259.7,773358
2022-12-23,3217.0,3266.85,3217.0,3228.35,706644
2022-12-26,3228.35,3272.0,3225.05,3252.9,433294
2022-12-27,3269.2,3273.8,3231.5,3259.5,399272
2022-12-28,3249.8,3266.1,3226.0,3257.1,475773
2022-12-29,3231.1,3271.5,3228.0,3268.75,584056
2022-12-30,3286.05,3299.0,3246.2,3256.7,665335
2023-01-02,3261.0,3266.85,3235.2,3261.45,331817
2023-01-03,3252.0,3320.0,3245.3,3311.35,667103
2023-01-04,3306.7,3327.35,3286.2,3314.65,778260
2023-01-05,3330.2,3337.3,3281.95,3311.1,1202559
2023-01-06,3300.0,3301.55,3200.0,3211.55,1584546
2023-01-09,3229.0,3327.0,3221.15,3319.95,1472534
2023-01-10,3285.0,3298.0,3230.1,3286.4,1741399
